row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
1174,medicine_2686,medicine,"Cơ chế tác dụng của cây thuốc dòi trong việc giảm sưng, làm lành vết loét là gì?","Cây thuốc dòi làm giảm interleukin-1, một chất gây viêm, nhờ đó làm giảm sưng và thúc đẩy quá trình làm lành vết loét.","Cơ chế tác dụng của cây thuốc dòi trong việc giảm sưng, làm lành vết loét là khả năng làm giảm interleukin-1.",1,True,2257050c8616e8294222|7e32f6aae8cd42c66c17|f02a411bb894af5cde27|b7eabce7aec85bb4e5e2|e436439c69bf4de3c681,2257050c8616e8294222|7e32f6aae8cd42c66c17|f02a411bb894af5cde27|b7eabce7aec85bb4e5e2|e436439c69bf4de3c681,1468,1196,33,0.46974670000054175,OK,
1175,medicine_13130,medicine,Việc bảo quản Xạ đen có vai trò như thế nào?,"Bảo quản đúng cách sẽ giúp Xạ đen tránh được tác động của môi trường, giữ cho thuốc không bị hư, không bị bạc màu và vẫn giữ được dược tính ban đầu.","Chưa đủ thông tin. Trong ngữ cảnh được cung cấp, không có thông tin về việc bảo quản Xạ đen.",,False,89b3c0be567480d8ba1e|434d4e7b1a4e06a6d52a|8a2c7f301f376f4f01f5|ec5b44ccc9088a3c420f|2761e3492f775d18e293,89b3c0be567480d8ba1e|434d4e7b1a4e06a6d52a|8a2c7f301f376f4f01f5|ec5b44ccc9088a3c420f|2761e3492f775d18e293,1783,1346,26,0.4641137999969942,OK,
1176,medicine_7672,medicine,Mật ong cho thêm oxalat amon và axit axetic để làm gì?,"Mật ong cho thêm oxalat amon và axit axetic để tạo ra phản ứng kết tủa giúp phát hiện mật ong giả. Nếu mật ong chứa Canxi, phản ứng này sẽ gây ra kết tủa, chứng tỏ mật ong có thể đã được giả mạo bằng xiro glucoza.","Mật ong cho thêm oxalat amon và axit axetic không được kết tủa, nếu tủa là có canxi và như vậy có thể giả mạo bằng xiro glucoza.",1,True,6d48eaa87c4146296ce6|15356698692594843b75|bf22a6da7c1cc34a3600|db927ad30ec70ca5cdac|c049b941fea5ff16dc4a,6d48eaa87c4146296ce6|15356698692594843b75|bf22a6da7c1cc34a3600|db927ad30ec70ca5cdac|c049b941fea5ff16dc4a,1471,1169,43,13.306225500000437,OK,
1177,medicine_9294,medicine,Thân của Rau mùi có đặc điểm gì?,"Cây thân thảo nhỏ, cao khoảng 30 – 60cm tùy chăm bón hoặc đất trồng. Thân cây tròn xốp, có nhiều đốt, ở mỗi đốt mang lá và cành. Tán rộng 20 – 40cm. Vỏ thân màu xanh, hơi tím. Phần gốc có màu sậm hơn phần ngọn, ruột thân màu trắng lốp.","Thân của Rau mùi tròn xốp, có nhiều đốt, ở mỗi đốt mang lá và cành. Vỏ thân màu xanh, hơi tím. Phần gốc có màu sậm hơn phần ngọn, ruột thân màu trắng lốp.",1,True,5d6c283f72e3e43eded7|c220d0a899bf9448ec12|444f0bddfd8d8b3a706c|e37e689dade628818c86|d08d1cdeae540db2fc15,5d6c283f72e3e43eded7|c220d0a899bf9448ec12|444f0bddfd8d8b3a706c|e37e689dade628818c86|d08d1cdeae540db2fc15,1552,1375,56,0.507534600001236,OK,
1178,medicine_5084,medicine,Phương thuốc có hoạt thạch có công dụng gì?,"Phương thuốc có hoạt thạch có công dụng chữa rôm sẩy, mẩn ngứa.",Phương thuốc có hoạt thạch có công dụng thanh nhiệt lợi tiểu.,5,True,7db7fd02491a91a51626|9e93622992bec318e97e|68dfa2a6ed4a06822036|fd10f00ee6d67c72d2ce|8392616068c705fc6608,7db7fd02491a91a51626|9e93622992bec318e97e|68dfa2a6ed4a06822036|fd10f00ee6d67c72d2ce|8392616068c705fc6608,1213,992,16,0.4285816000010527,OK,
1179,medicine_4571,medicine,Từ đâu cây Gai cua được truyền đến Việt Nam?,"Cây Gai cua có nguồn gốc từ vùng nhiệt đới Mexico, sau lan ra khắp nơi.","Cây Gai cua có nguồn gốc từ vùng nhiệt đới Mexico, sau đó lan ra khắp nơi, bao gồm cả Việt Nam.",1,True,69e62a398c69460bee44|0baf9a931677f8b6f4ca|6856fe0c4bc75f9ad6d0|bdcfcc042c6d1550c927|9a3a39f3e562538a9d87,69e62a398c69460bee44|0baf9a931677f8b6f4ca|6856fe0c4bc75f9ad6d0|bdcfcc042c6d1550c927|9a3a39f3e562538a9d87,1644,1304,31,0.4771517000008316,OK,
1180,medicine_2903,medicine,Công dụng của Cù mạch trong những trường hợp khẩn cấp là gì?,"Cù mạch được dùng để chữa hóc xương cá. Khi bị hóc xương cá, bạn có thể tán Cù mạch thành bột, sắc nước hoặc uống trực tiếp, liều lượng mỗi ngày từ 6 – 15g.",Chưa đủ thông tin.,1,True,924f095e1eefbca235cc|08e8ad984906ec9ce46a|dc363421695556c298f9|b4cbae9981264f48296f|1261d8c9701836976971,924f095e1eefbca235cc|08e8ad984906ec9ce46a|dc363421695556c298f9|b4cbae9981264f48296f|1261d8c9701836976971,900,742,7,0.4293379999980971,OK,
1181,medicine_12828,medicine,"Ở Đông Nam Á, Xuyên tiêu được tìm thấy ở các nước nào?","Ở Đông Nam Á, Xuyên tiêu được tìm thấy ở một số nước như Lào và Campuchia.","Cây Xuyên tiêu được tìm thấy ở các nước Đông Nam Á, bao gồm Việt Nam, Lào, Campuchia.",1,True,2768437409b78c4b827f|c4a65546f97148591a4f|b813fc8c43173451b297|7c60f4b573f7e80922cb|035e25280056a17ec115,2768437409b78c4b827f|c4a65546f97148591a4f|b813fc8c43173451b297|7c60f4b573f7e80922cb|035e25280056a17ec115,1041,892,28,0.42611460000262014,OK,
1182,medicine_3949,medicine,Việc thu hái dây bông xanh diễn ra vào thời điểm nào?,"Thời gian thích hợp để thu hái dây bông xanh là vào độ cuối hè hoặc cuối thu, có thể thu hái dây và lá quanh năm để dùng tươi hoặc phơi khô để dự trữ.","Theo tài liệu, việc thu hái dây bông xanh diễn ra vào mùa hè thu.",2,True,df8ca2adfdbb1177e29c|c9d992afa6fbe6dc04f1|954e5f53cc20b6f2f3f8|49b7da014f29f8e8a02e|81d541cf94bbcd74680c,df8ca2adfdbb1177e29c|c9d992afa6fbe6dc04f1|954e5f53cc20b6f2f3f8|49b7da014f29f8e8a02e|81d541cf94bbcd74680c,1629,1324,20,2.674429099999543,OK,
1183,body-part_966,body-part,Kích thước trung bình của dương vật người Việt Nam là bao nhiêu?,"Kích thước trung bình của dương vật người Việt Nam khi cương cứng là chiều dài 11,2 ± 1,7cm và chu vi 8,8 ± 1,8cm. Khi mềm, chu vi trung bình là 6,6 ± 1,7cm.","Khi cương cứng, chiều dài trung bình của dương vật người Việt Nam là 11,2 ± 1,7cm.",1,True,fe405cba902ec53b4294|86a9edbdff4f946aad49|035e25280056a17ec115|405fa89ffe424130d18a|c3202bf4a78f33e38ef6,fe405cba902ec53b4294|86a9edbdff4f946aad49|035e25280056a17ec115|405fa89ffe424130d18a|c3202bf4a78f33e38ef6,1340,1089,28,13.602563000000373,OK,
1184,body-part_1173,body-part,Phát hiện của Rosenberg và cộng sự có ý nghĩa gì đối với các bệnh thần kinh?,"Phát hiện này có ý nghĩa đối với bệnh thần kinh như bệnh Alzheimer, mất thính giác do tuổi tác và đối với một số dạng động kinh và tâm thần phân liệt.","Phát hiện của Rosenberg và cộng sự cho thấy rằng APC chỉ đạo sự tập hợp khớp thần kinh cholinergic giữa các tế bào thần kinh, điều này có ý nghĩa đối với các bệnh thần kinh như bệnh Alzheimer, mất thính giác do tuổi tác và một số dạng động kinh và tâm thần phân liệt.",1,True,c26f96785f5d4e1874b7|f2d446d3e31cec85b6f1|4d6423f80d48f3977233|12c45c3a32f987680362|3a9f1b4cfcf999a021c1,c26f96785f5d4e1874b7|f2d446d3e31cec85b6f1|4d6423f80d48f3977233|12c45c3a32f987680362|3a9f1b4cfcf999a021c1,1841,1358,66,0.5214433000001009,OK,
1185,body-part_3926,body-part,U xơ tử cung thường gây ra triệu chứng gì?,"U xơ tử cung không phải lúc nào gây ra các triệu chứng. Một số phụ nữ phải trải qua sự chảy máu bất thường và đau khi quan hệ, hay đau âm ỉ bụng dưới.","U xơ tử cung không phải lúc nào cũng gây ra các triệu chứng, nhưng khi xuất hiện, có thể gây ra các triệu chứng như chảy máu bất thường, đau khi quan hệ, đau âm ỉ bụng dưới...",1,True,40625fab9fe0794b6c1d|2d7022bb48dafb8c014f|af2381a88f3d60a1260f|f794eaf2c78ef1fb621a|d9db87f1753ac1d5f7ef,40625fab9fe0794b6c1d|2d7022bb48dafb8c014f|af2381a88f3d60a1260f|f794eaf2c78ef1fb621a|d9db87f1753ac1d5f7ef,2157,1548,48,0.5274312000001373,OK,
1186,body-part_333,body-part,Tiểu khó là gì?,Tiểu khó là cảm giác đau hoặc khó chịu khi đi tiểu.,"Tiểu khó là một triệu chứng thường do nhiễm trùng, kích thích hoặc viêm bàng quang, niệu đạo hoặc bộ phận sinh dục bên ngoài.",4,True,dd9a9e77c943a9f88495|f75f6084a35c62286f7c|ebbe56386e0572332383|7e50b8a1d5762f5084f6|e3c57338e07db8241acc,dd9a9e77c943a9f88495|f75f6084a35c62286f7c|ebbe56386e0572332383|7e50b8a1d5762f5084f6|e3c57338e07db8241acc,1189,945,33,2.790591200002382,OK,
1187,body-part_1117,body-part,"Khi làm thủ thuật sinh thiết gai nhau, cần chuẩn bị như thế nào về bàng quang?","Trước khi làm thủ thuật sinh thiết gai nhau, bạn sẽ chuẩn bị một bàng quang không chứa quá nhiều nước. Trao đổi với bác sĩ của bạn về lượng nước bạn có thể cần uống.","Trước khi làm thủ thuật sinh thiết gai nhau, bạn nên chuẩn bị một bàng quang không chứa quá nhiều nước. Bạn nên trao đổi với bác sĩ của mình về lượng nước bạn có thể cần uống và các sự chuẩn bị trước xét nghiệm khác có thể cần thiết.",1,True,0ebd7200efaf0de06826|19592eadbff0a93143bd|3bfb8c71ee5aeb02c899|5d207213bd8c5d44b795|5607dd87bd60cf2ef088,0ebd7200efaf0de06826|19592eadbff0a93143bd|3bfb8c71ee5aeb02c899|5d207213bd8c5d44b795|5607dd87bd60cf2ef088,1455,1123,58,7.086108200001036,OK,
1188,body-part_1658,body-part,Vòng amidan Waldeyer bao gồm các amidan nào?,"Vòng amidan Waldeyer bao gồm amidan khẩu cái, amidan lưỡi ở gốc lưỡi, amidan ống quanh lỗ miệng của ống Eustachian và amidan họng ở vùng họng.","Vòng amidan Waldeyer bao gồm: Amidan khẩu cái, Amidan lưỡi ở gốc lưỡi, Amidan ống quanh lỗ miệng của ống Eustachian, Amidan họng ở vùng họng.",1,True,612db05a18d29b32df30|f9f5c5e440a97159381d|0776943b9a5f7f36a210|1c32d199a4d9f328e027|0f3b857b67f13112b231,612db05a18d29b32df30|f9f5c5e440a97159381d|0776943b9a5f7f36a210|1c32d199a4d9f328e027|0f3b857b67f13112b231,1403,1136,51,0.4877043999986199,OK,
1189,body-part_1393,body-part,Làm thế nào để đo nồng độ T3 trong cơ thể?,"Có thể đo được T3 dạng tự do, nhưng thường không đáng tin cậy và do đó thường không hữu ích.",Xét nghiệm T3 thường giúp chẩn đoán cường giáp hoặc để xác định mức độ nghiêm trọng của bệnh.,2,True,a551807a558cc527b44f|0adf3c85ff24368065ba|a650f48f38bea16d5d00|df5bfadb5ae0d7fa1b03|ad008175522d14847ede,a551807a558cc527b44f|0adf3c85ff24368065ba|a650f48f38bea16d5d00|df5bfadb5ae0d7fa1b03|ad008175522d14847ede,1284,1001,25,2.904530399999203,OK,
1190,body-part_1746,body-part,Hố chỏm đùi nằm ở vị trí nào?,Hố chỏm đùi hơi lệch phía sau trung tâm chỏm đùi.,Hố chỏm đùi nằm hơi lệch phía sau trung tâm chỏm đùi.,1,True,cb2bbb1185459394456b|47a365176fcb8ac47db2|d7884f0f5087c799f95a|bf03dd11bb09c6090ac6|dc9f9d105f0ee79ec6b0,cb2bbb1185459394456b|47a365176fcb8ac47db2|d7884f0f5087c799f95a|bf03dd11bb09c6090ac6|dc9f9d105f0ee79ec6b0,1359,1170,22,6.969317399998545,OK,
1191,body-part_503,body-part,Việc định lượng nồng độ ion điện giải có ý nghĩa gì?,Việc định lượng nồng độ ion điện giải rất quan trọng để xác định phương hướng điều trị đối với các bệnh nhân bị rối loạn điện giải.,Việc định lượng nồng độ ion điện giải rất quan trọng để xác định phương hướng điều trị đối với các bệnh nhân bị rối loạn điện giải.,1,True,f32b40815bed7573f834|1d31a49b31bae1b4a9e6|888e4acdc065169a4267|2ce79d596b202d9ece48|7494b9574ca1137758ab,f32b40815bed7573f834|1d31a49b31bae1b4a9e6|888e4acdc065169a4267|2ce79d596b202d9ece48,2112,1552,33,0.4701022000008379,OK,
1192,body-part_1734,body-part,Nguyên nhân chính gây viêm khớp nhiễm trùng là gì?,"Viêm khớp nhiễm trùng có nguyên nhân chính là vi trùng, virus hoặc nấm.",Chưa đủ thông tin.,,False,aaf3906b1f568e8a521c|b9e404debb72cc68e787|df5c9fb23015a94e1f44|6dd676bb9bfbd3db438e|39912f50ca219e781d01,aaf3906b1f568e8a521c|b9e404debb72cc68e787|df5c9fb23015a94e1f44|6dd676bb9bfbd3db438e|39912f50ca219e781d01,1414,1131,7,0.40577530000155093,OK,
1193,body-part_4451,body-part,Loãng xương có gây gãy xương mác không?,"Có, loãng xương là một bệnh về xương khớp gây ra tình trạng xương yếu và dễ gãy. Do đó, loãng xương có thể gây gãy xương mác và các loại gãy xương khác.","Có, loãng xương có thể gây gãy xương mác. Theo thông tin trong NGỮ CẢNH, loãng xương là một trong những bệnh về xương khớp có thể gây gãy xương mác.",1,True,038b6a4d105f0aac4d86|a3f49c94bd97788ce607|aa4ef96c65d246584cf6|3de4079e891d752ef25c|a3f49c94bd97788ce607,038b6a4d105f0aac4d86|a3f49c94bd97788ce607|aa4ef96c65d246584cf6|3de4079e891d752ef25c|a3f49c94bd97788ce607,2106,1574,47,7.09901269999682,OK,
1194,body-part_3721,body-part,Tinh trùng thường được nhìn thấy như thế nào bên trong túi tinh?,Tinh trùng thường được nhìn thấy dưới kính hiển vi. Đồng thời được cho là đi vào túi tinh do trào ngược qua ống dẫn tinh.,Tinh trùng thường được nhìn thấy dưới kính hiển vi bên trong túi tinh.,1,True,78aa262bd76d01bf6fad|20d0db30072746120d10|347e16c7890d27cd0e28|1454ef1ad9530f0bdadd|7eda7ff8d39fd1c84e0f,78aa262bd76d01bf6fad|20d0db30072746120d10|347e16c7890d27cd0e28|1454ef1ad9530f0bdadd|7eda7ff8d39fd1c84e0f,1613,1150,17,0.5434385000007751,OK,
1195,body-part_1576,body-part,Suy thận mãn tính có thể phát sinh do những tình trạng nào?,Suy thận mãn tính có thể phát sinh do các bệnh lý như bệnh tiểu đường và tăng huyết áp.,Bệnh tiểu đường và tăng huyết áp là nguyên nhân phổ biến nhất dẫn đến suy thận mãn tính.,1,True,041b82ec363c48025c48|d4b47156fdbaafa57456|13b8292b94309f590708|42f8f136c28f62e31647|713826e30d5b3856bea0,041b82ec363c48025c48|d4b47156fdbaafa57456|13b8292b94309f590708|42f8f136c28f62e31647|713826e30d5b3856bea0,1961,1381,23,13.270628999998735,OK,
1196,body-part_2239,body-part,Loại chất tẩy sơn móng nào không nên dùng?,Không nên dùng chất tẩy sơn móng có chứa axeton vì nó có thể làm hỏng móng tay chân.,Loại chất tẩy sơn móng không nên dùng là chất tẩy sơn móng có chứa axeton.,1,True,77039bd42e63ce31fe6f|ccf237e32596700edd6e|44878091c0cae194affb|fa126732dd66dc9002d0|11888902a22ec376860b,77039bd42e63ce31fe6f|ccf237e32596700edd6e|44878091c0cae194affb|fa126732dd66dc9002d0|11888902a22ec376860b,1431,1141,24,0.43642259999978705,OK,
1197,body-part_2335,body-part,Trong trường hợp nào bác sĩ cần chụp X-quang kích thích?,Bác sĩ cần chụp X-quang kích thích khi muốn phát hiện ra các vấn đề về mắt cá mà không thấy được khi chụp X-quang thông thường.,Bác sĩ cần chụp X-quang kích thích khi muốn phát hiện ra các vấn đề về mắt cá mà không thấy được khi chụp X-quang thông thường.,1,True,2a7276e254c18e5d445c|335ef9d0910ca6d25955|4566433a70c4f0972878|452f0f2705d193ad3d63|23af3e67e008dc4692d4,2a7276e254c18e5d445c|335ef9d0910ca6d25955|4566433a70c4f0972878|452f0f2705d193ad3d63|23af3e67e008dc4692d4,1340,1068,34,6.987345000001369,OK,
1198,body-part_3869,body-part,Sự chức năng khác của tủy răng là gì?,"Tủy chứa lưới thần kinh chi phối cho ngà răng và ghi nhận cảm giác đau, cảm giác này có thể là cảm giác đau áp lực, chấn thương, nóng hoặc lạnh.",Chức năng khác của tủy răng là chứa lưới thần kinh chi phối cho ngà răng và ghi nhận cảm giác đau.,1,True,adfb116cf3c527b28584|041fcabe2e57fea50951|6bacee16917da3cb6034|35c426c128304b546d54|6bacee16917da3cb6034,adfb116cf3c527b28584|041fcabe2e57fea50951|6bacee16917da3cb6034|35c426c128304b546d54,1724,1319,27,0.4789758000006259,OK,
1199,body-part_2607,body-part,Phụ thuộc hình dạng của nướu răng vào yếu tố nào?,"Hình dạng của nướu răng phụ thuộc vào hình dạng và độ rộng vùng kẽ răng, hoặc hình dạng và vị trí răng trên cung răng.",Hình dạng và vị trí răng trên cung răng.,1,True,e6e03f291cd8f0d38fc6|1257c17e653c910649c6|35c426c128304b546d54|7f83edab66ca00198b12|c3fdda3a9c6b66cd7335,e6e03f291cd8f0d38fc6|1257c17e653c910649c6|35c426c128304b546d54|7f83edab66ca00198b12|c3fdda3a9c6b66cd7335,1428,1150,12,2.7774432000005618,OK,
1200,body-part_4154,body-part,Nguyên nhân nào gây đau vùng thượng vị?,Các vấn đề sức khỏe liên quan đến vùng thượng vị như đau bụng hoặc khó tiêu có thể là do sỏi mật.,"Có nhiều nguyên nhân gây đau vùng thượng vị, bao gồm: - Ợ chua (khó tiêu axit) - Viêm gan - Sỏi trong túi mật - Đau dây thần kinh sinh ba",3,True,969b97f3b3e7b8afa700|f95c0975acc1646dd764|74605a26399f916a9f2b|9b3f2edb004f1bb287d2|865ab1a46f479ce06a1d,969b97f3b3e7b8afa700|f95c0975acc1646dd764|74605a26399f916a9f2b|9b3f2edb004f1bb287d2|865ab1a46f479ce06a1d,1039,838,47,6.895078400000784,OK,
1201,body-part_3096,body-part,Có thể chế nào gây suy thận cấp?,"Mất nước, thiếu dịch, tắc nghẽn đường tiết niệu hoặc tổn thương thận đều có thể gây suy thận cấp.","Mất nước, thiếu dịch, tắc nghẽn đường tiết niệu hoặc tổn thương thận có thể gây suy thận cấp.",2,True,041b82ec363c48025c48|d4b47156fdbaafa57456|583bffbcd3ac2ca4476b|993a2bb2b53823043c35|28b32cb27a0f50008c67,041b82ec363c48025c48|d4b47156fdbaafa57456|583bffbcd3ac2ca4476b|993a2bb2b53823043c35|28b32cb27a0f50008c67,1115,889,27,0.421242299998994,OK,
1202,body-part_4660,body-part,Nhân nhầy đóng vai trò như thế nào đối với đốt sống?,Nhân nhầy có chức năng làm điểm tựa cho đốt sống.,Là điểm tựa cho đốt sống.,1,True,45c00bf7d27806080f9b|b279a7011025db20b253|9c9e353933054d784ceb|ed53cd318e70801d9a55|944f750b205cbeae035e,45c00bf7d27806080f9b|b279a7011025db20b253|9c9e353933054d784ceb|ed53cd318e70801d9a55|944f750b205cbeae035e,1313,1024,11,0.42865579999852343,OK,
1203,body-part_3249,body-part,"Khi thùy trán không thể quản lý sự chú ý đúng cách, thì hậu quả là gì?","Khi thùy trán không thể quản lý sự chú ý đúng cách, thì các tình trạng, chẳng hạn như rối loạn tăng động giảm chú ý (ADHD), có thể phát triển.","Khi thùy trán không thể quản lý sự chú ý đúng cách, thì các tình trạng, chẳng hạn như rối loạn tăng động giảm chú ý (ADHD), có thể phát triển.",1,True,434d4e7b1a4e06a6d52a|ebfb31e28399d8e59fa9|8668749b363da73286f7|656e443268a1d027eaa1|6331d75fa3e3ce5fa1c7,434d4e7b1a4e06a6d52a|ebfb31e28399d8e59fa9|8668749b363da73286f7|656e443268a1d027eaa1|6331d75fa3e3ce5fa1c7,1468,1104,42,0.42479009999806294,OK,
1204,body-part_2314,body-part,Co thắt và giãn mach có khác nhau không?,Co thắt và giãn mach là hai quá trình trái ngược nhau.,"Có, co thắt và giãn mạch có khác nhau. Co thắt mạch là sự co thắt của mạch máu, thu hẹp, trở nên nhỏ hơn ở diện tích mặt cắt ngang bằng cách co thắt cơ trơn mạch máu trong thành mạch. Giãn mạch là một quá trình tương tự được điều khiển bởi các chất trung gian hoạt động đối kháng, làm cho mạch máu trở nên rộng hơn và lớn hơn.",1,True,7d36c299f3e4bc163f56|747c1d3b5dd387b10bcb|9c20f604f98831d02709|ff29dc2f7a055fff1dc9|d9ecdd455ad38f25b9ee,7d36c299f3e4bc163f56|747c1d3b5dd387b10bcb|9c20f604f98831d02709|ff29dc2f7a055fff1dc9|d9ecdd455ad38f25b9ee,1325,1034,89,0.5050719999999274,OK,
1205,body-part_1275,body-part,Biểu hiện khi đàn ông sử dụng DHEA kết hợp với testosterone là như thế nào?,Sử dụng DHEA kết hợp với testosterone có thể gây biểu hiện như chứng vú to ở nam giới (nữ hóa tuyến vú).,"Biểu hiện khi đàn ông sử dụng DHEA kết hợp với testosterone có thể gây ra các triệu chứng như: số lượng tinh trùng thấp (thiểu sản), chứng vú to ở nam giới (nữ hóa tuyến vú), phát triển các đặc điểm điển hình của nam giới ở phụ nữ, chẳng hạn như rậm lông bất thường, mọc ria mép...",1,True,13c9a506f2135ed5569d|df8e9c63e0f93f1c30f2|ba355ebe4ce8a51a9799|77c1a947c995d0bbd2c5|560375f1fd4f7fb1f4c2,13c9a506f2135ed5569d|df8e9c63e0f93f1c30f2|ba355ebe4ce8a51a9799|77c1a947c995d0bbd2c5|560375f1fd4f7fb1f4c2,1249,982,81,2.737452499997744,OK,
1206,body-part_2248,body-part,"Ngoài đeo găng tay cao su, có cách nào khác để bảo vệ móng tay chân khỏi các sản phẩm làm sạch không?","Ngoài đeo găng tay cao su, bạn cũng có thể bảo vệ móng tay chân khỏi các sản phẩm làm sạch bằng cách thoa một lớp sơn bóng lên móng trước khi tiếp xúc với các sản phẩm này.","Có, ngoài đeo găng tay cao su, bạn cũng có thể tránh dùng chất tẩy sơn móng có chứa axeton và tìm các loại nước ngâm và sơn móng không độc hại cũng như nước tẩy sơn không chứa axeton.",1,True,ccf237e32596700edd6e|0b045e68045e9c31881a|44878091c0cae194affb|77039bd42e63ce31fe6f|55d2f960f32e19584da6,ccf237e32596700edd6e|0b045e68045e9c31881a|44878091c0cae194affb|77039bd42e63ce31fe6f|55d2f960f32e19584da6,1927,1445,53,2.802427800001169,OK,
1207,body-part_3339,body-part,Ung thư thực quản có mấy loại chính?,Ung thư thực quản có hai loại chính: ung thư biểu mô tế bào vảy và ung thư biểu mô tuyến.,Ung thư biểu mô tế bào vảy và ung thư biểu mô tuyến là hai loại chính của ung thư thực quản.,1,True,ec5b44ccc9088a3c420f|40cfb61a046e1436c1b0|29729560101959e968e2|c62dd524c9cec481a7bf|cc9cee553a000d4c3b3d,ec5b44ccc9088a3c420f|40cfb61a046e1436c1b0|29729560101959e968e2|c62dd524c9cec481a7bf|cc9cee553a000d4c3b3d,1622,1226,26,0.45471399999951245,OK,
1208,body-part_3465,body-part,"Khi quay về bên phải, chiều nghiêng của cơ thể và các chi ra sao?",Cơ thể và các chi nghiêng sang trái (trùng với kỳ chậm của Nystagmus).,"Khi quay về bên phải, mình và các chi nghiêng sang trái (trùng với kỳ chậm của Nystagmus).",1,True,9c4b2573db0cf58577bb|363de78512cabd085630|626c98d96f41e194b7da|54e7316d126497a64610|3bdc69c6c1f967c9de35,9c4b2573db0cf58577bb|363de78512cabd085630|626c98d96f41e194b7da|54e7316d126497a64610|3bdc69c6c1f967c9de35,1904,1478,28,6.938361699998495,OK,
1209,body-part_1900,body-part,Khi cắt tỉa lông mày nên chú ý điều gì để đảm bảo thẩm mỹ?,"Khi cắt tỉa lông mày, bạn nên đến các cơ sở thẩm mỹ uy tín để được tư vấn và thực hiện đúng cách, tránh nhổ quá nhiều lông mày khiến lông mày trở nên mỏng và mất đi tính thẩm mỹ.","Để đảm bảo thẩm mỹ khi cắt tỉa lông mày, tốt nhất bạn nên đến các cơ sở thẩm mỹ uy tín.",1,True,06ad72366f82e4a45b95|d35c4ccff14af1e409d4|cbb4880bcd35995f0b08|363de78512cabd085630|caa29448e8f0504a4c68,06ad72366f82e4a45b95|d35c4ccff14af1e409d4|cbb4880bcd35995f0b08|363de78512cabd085630|caa29448e8f0504a4c68,1303,1041,27,0.44971559999976307,OK,
1210,body-part_3122,body-part,Nội soi niệu quản có thể đến được thận không?,"Nội soi niệu quản nói chung không thể đến được thận, nhưng có thể giúp điều trị các tình trạng ảnh hưởng đến niệu quản.","Không, nội soi niệu quản nói chung không thể đến thận.",1,True,bebffa2b57215bfb5c69|309bd35c2438a715947a|3f42b84a59da1cb8dd69|227e64c02a0b770da74d|1883e62e2f357f86dedf,bebffa2b57215bfb5c69|309bd35c2438a715947a|3f42b84a59da1cb8dd69|227e64c02a0b770da74d|1883e62e2f357f86dedf,1453,1107,16,2.6522283000012976,OK,
1211,body-part_2706,body-part,Phổi của con người có cấu tạo như thế nào?,Phổi của con người có hình dạng hình nón với đỉnh hình tròn hẹp ở đỉnh và đáy lõm rộng nằm trên bề mặt lồi của cơ hoành.,,,False,431be11b2c7859c120fc|0ee29706753792fc28ff|54e7316d126497a64610|54e7316d126497a64610|130faea008385bfea4b9,,0,0,0,20.986521099999663,ERROR,"Groq thất bại sau retry: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01krb3gywwftd9e2f3c6k89218` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4508, Requested 1577. Please try again in 850ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
1212,body-part_3487,body-part,Những người mắc bệnh này có thể có số lượng tiểu cầu bao nhiêu?,Những người mắc bệnh này có thể có số lượng tiểu cầu hơn 1 triệu.,Hơn 1 triệu.,1,True,e5817256c1d2bd6b0d63|272edcb4760b7bdaafb8|585f65a9a4ebeba65846|7e139328892cf138b814|9fcb2a97085c3a3c6cfc,e5817256c1d2bd6b0d63|272edcb4760b7bdaafb8|585f65a9a4ebeba65846|7e139328892cf138b814|9fcb2a97085c3a3c6cfc,1822,1281,7,0.44061149999834015,OK,
1213,body-part_2622,body-part,Độ dày của niêm mạc tử cung thế nào là bình thường?,Độ dày niêm mạc tử cung bình thường thường vào khoảng 5mm hoặc nhỏ hơn.,Chưa đủ thông tin.,,False,b67034b564b99f98e80a|6b010501370dae04321d|c439e88956efdb553b5b|f794eaf2c78ef1fb621a|b82441d3baa1d998c543,b67034b564b99f98e80a|6b010501370dae04321d|c439e88956efdb553b5b|f794eaf2c78ef1fb621a|b82441d3baa1d998c543,1814,1372,7,0.46058690000063507,OK,
1214,body-part_2882,body-part,Các nhà cổ sinh vật học gọi những răng tiền hàm trung gian bị mất này là gì?,Các nhà cổ sinh vật học gọi những răng tiền hàm trung gian bị mất này là răng tiền hàm 3 và răng tiền hàm 4.,Răng tiền hàm 3 và răng tiền hàm 4.,1,True,3559a17fdd3b43ddb17b|5652e7a45c1d239d1002|431be11b2c7859c120fc|c3fdda3a9c6b66cd7335|6bacee16917da3cb6034,3559a17fdd3b43ddb17b|5652e7a45c1d239d1002|431be11b2c7859c120fc|c3fdda3a9c6b66cd7335|6bacee16917da3cb6034,1519,1215,14,0.4474479999989853,OK,
