kb,question,ground_truth,mrr_score,ap_score,latency_sec,num_relevant,docs_preview
kb2,Lợi ích của việc cho bé tiếp xúc da kề da ngay sau sinh ai ơi,"Đặt trẻ tiếp xúc da kề da với mẹ ngay sau sinh nhằm kích thích hành vi
bản năng của trẻ để tìm vú mẹ và tự ngậm bắt vú bú bữa bú đầu tiên.",1.0,0.8056,0.0484,3,Giúp các bà mẹ cho con bú ngay sau sinh trong vòng 1 giờ đầu. • Đặt trẻ tiếp xúc ||| Câu hỏi	Trả lời	Nguồn: - Để hạn chế nguy cơ nhiễm trùng do việc gãi nhiều None:  ||| 3 Chăm sóc ngay sau sinh • Bú mẹ đầu tiên được khuyến khích càng sớm càng tốt ng ||| 4 Tiếp xúc da kề da ngay • Những bà mẹ cho trẻ tiếp xúc da kề da ngay sau sinh s ||| Câu hỏi	Trả lời	Nguồn: Cung cấp đủ ẩm không chỉ giúp da khỏe mạnh hơn mà còn giú
kb2,Sưa đầu bữa bú và sưa cuối bữa bú khác nhau như thế nào các me,"• Sữa đầu bữa bú: bài tiết ở đầu bữa bú của trẻ, thường loãng, màu hơi xanh, số lượng nhiều, chủ yếu cung cấp đạm, đường lactose, nước và các chất dinh dưỡng khác
• Sữa cuối bữa bú: bài tiết cuối bữa bú của trẻ. Sữa cuối bữa mầu trắng đục vì chứa nhiều chất béo, chất béo này cung cấp nhiều năng lượng.",1.0,1.0,0.0504,5,"Điều kiện 8 Khuyến khích cho trẻ bú mẹ theo nhu cầu. Bú theo nhu cầu là cho trẻ  ||| Câu hỏi	Trả lời	Nguồn: - Không bú hoặc ăn bú quá ít None: ||| SỮA TRƯỞNG THÀNH  Bài tiết từ ngày 2, hiện tượng căng sữa  Số lượng nhiều, đủ  ||| Hậu quả trẻ ngậm bắt vú sai • Đau núm vú • Tổn thương núm vú • Cương tức vú • Tr ||| Nuôi dưỡng trẻ sinh thấp cân (1) Nuôi con bằng sữa mẹ cho trẻ sinh thấp cân có t"
kb2,Vitamin nào có hàm lượng cao trong sưa non giúp giảm mức độ nhiễm khuẩn,Vitamin A.,0.0,0.0,0.05,0,"Câu hỏi	Trả lời	Nguồn: - Thành phần dinh dưỡng trong sữa tươi có chứa rất ít sắt ||| 358 | Chẩn đoán Phác đồ 1 Phác đồ 2 Phác đồ 3 Ghi chú 24. Trùng roi âm đạo. Metr ||| Câu hỏi	Trả lời	Nguồn: • Một số nghiên cứu cho thấy uống vitamine 3 tháng trước  ||| Câu hỏi	Trả lời	Nguồn: Vì sao nên phơi nắng cho trẻ sơ sinh?	""Ánh nắng mặt trời  ||| 2 giảm nội tiết t ố nữ, sẽ gặp phải những triệu chứng như rụng tóc, dị ứng, khô "
kb2,Tại sao các Mom nên cho bé bú hết 1 bên vú rồi ms chuyển sang vú kia,Cho trẻ bú hết từng bên vú để nhận được sữa cuối có nhiều chất béo. Sau đó chuyển sang vú bên kia nếu trẻ còn muốn bú.,1.0,1.0,0.0481,5,Điều kiện 8 Khuyến khích cho trẻ bú mẹ theo nhu cầu. Bú theo nhu cầu là cho trẻ  ||| Viêm vú và tắc ống dẫn sữa Nguyên nhân • Sữa lưu thông kém tại toàn bộ bầu vú là ||| MẪU QUAN SÁT MỘT BỮA BÚ (3) Ngậm bắt vú của trẻ □ Quầng vú phía trên miệng trẻ c ||| 38 - Cho trẻ bú không đúng cách - Tắc tia sữa - Áo ngực quá chặt Biểu hiện - Hai ||| 218 | 3. Cho con bú trong những ngày đầu. - Giải thích những thay đổi về vú tron
kb2,Lợi ích của việc nuôi con bằng sưa mẹ đối với tử cung của mẹ sau sinh,Giúp tử cung co hồi tốt và cầm máu sau sinh.,0.0,0.0,0.0485,0,"Lợi ích của nuôi con bằng sữa mẹ NCBSM • Giúp tăng cường tình cảm mẹ con, bảo đả ||| 6 sau đẻ không sờ được tử cung trên khớp vệ nữa. Sự co hồi tử cung phụ thuộc vào ||| Mikito Tsurugi (38 tuổi), một nhạc sĩ kiêm họa sĩ truyện tranh, và vợ - Kyoko (3 ||| Điều kiện 7 Thực hiện mẹ và con ở cùng phòng để con gần mẹ suốt 24 giờ trong ngà ||| | 217 TƯ VẤN NUÔI CON BẰNG SỮA MẸ Sữa mẹ là nguồn dinh dưỡng quý giá nh ất giúp "
kb2,Nuôi con bằng sưa mẹ giúp giảm nguy cơ mắc bệnh j cho mẹ sau này,"Giảm nguy cơ ung thư vú, ung thư tử cung và giảm thiếu máu.",0.0,0.0,0.0509,0,"Lợi ích của nuôi con bằng sữa mẹ NCBSM • Giúp tăng cường tình cảm mẹ con, bảo đả ||| Nếu chứng trầm cảm của bạn trở nên tồi tệ hơn ngay sau khi bắt đầu dùng thuốc ho ||| 10 điều kiện NCBSM thành công Các cơ sở y tế có nhiệm vụ chăm sóc sức khoẻ bà mẹ ||| LỢI ÍCH CỦA NCBSM VỚI MẸ  Giúp xổ rau sau sinh thuận lợi  Giúp co hồi tử cung  ||| Ngành y tế Hoa Kỳ đang cố gắng giảm tỷ lệ tử vong bà mẹ sau sinh bằng cách đảm b"
kb2,Bé nhận sưa mẹ hoàn toàn có cần uống thêm nước trắng k mn ơi,"Không, vì sữa mẹ đã chứa đủ nước (88%) nên bà mẹ không cần cho trẻ uống
thêm nước khi trẻ được bú mẹ hoàn toàn.",1.0,1.0,0.0461,5,"Câu hỏi	Trả lời	Nguồn: Bé 2 tuổi nên chọn loại sữa tươi dạng nguyên kem None: nế ||| Một đứa trẻ được coi là bú mẹ hoàn toàn khi chỉ nhận được sữa mẹ, không có bất k ||| Câu hỏi	Trả lời	Nguồn: Sau khi sinh None: trẻ vẫn cần nhận vitamin K từ sữa mẹ h ||| SỮA TRƯỞNG THÀNH  Bài tiết từ ngày 2, hiện tượng căng sữa  Số lượng nhiều, đủ  ||| Câu hỏi	Trả lời	Nguồn: Tùy thuộc vào độ tuổi để chúng ta bổ sung thêm sữa cho tr"
kb2,Các loại nước uống nào tuyệt đối k cho bé uống trước bữa bú đầu tiên,"Không cho trẻ uống các loại nước uống trước bữa bú đầu tiên như cam thảo, mật ong, nước đường hoặc sữa công thức để tránh ảnh hưởng đến việc tạo sữa sau này của bà mẹ.",1.0,1.0,0.0478,5,KHUYẾN NGHỊ VỀ NCBSM Cho trẻ bú mẹ sớm trong vòng 1 giờ đầu sau khi sinh • Không ||| Câu hỏi	Trả lời	Nguồn: Bé 2 tuổi nên chọn loại sữa tươi dạng nguyên kem None: nế ||| Cách xử lý sữa trước khi cho trẻ ăn Hấp cách thủy sữa cho trẻ ăn tạm thời trong  ||| ĐẶC TÍNH CỦA SỮA NON  Bài tiết trong vài ngày đầu sau đẻ.  Sữa non sánh đặc có ||| Câu hỏi	Trả lời	Nguồn: Tùy thuộc vào độ tuổi để chúng ta bổ sung thêm sữa cho tr
kb2,Dấu hiệu cho thấy bé nhà mình đang bú hiệu quả các Mom nhỉ,"Tình trạng bú tốt, trẻ không đau, không khó chiu, các ngón tay đặt cách xa núm vú để đỡ vú, đầu và thân trẻ nằm trên một đường thẳng, bụng trẻ áp sát vào bụng mẹ, trẻ được đỡ đầu và cổ, trẻ sơ sinh được đỡ mông, mặt trẻ quay vào vào vú mẹ, mũi trẻ đối diện với núm vú, quầng vú phía trên miệng trẻ còn nhiều hơn, miệng trẻ mở rộng, môi dưới hướng ra ngoài, cằm trẻ chạm vào vú mẹ, bú chậm, sâu, có lúc ngừng nghỉ, má căng phồng khi bú, trẻ tự nhả vú khi bú xong, Có một số dấu hiệu của phản xạ oxytocin: sữa chảy ra ở vú bên kia, sữa chảy thành tia nếu trẻ nhả vú ra trong bữa bú.",1.0,1.0,0.0418,5,Điều kiện 8 Khuyến khích cho trẻ bú mẹ theo nhu cầu. Bú theo nhu cầu là cho trẻ  ||| Hậu quả trẻ ngậm bắt vú sai • Đau núm vú • Tổn thương núm vú • Cương tức vú • Tr ||| Nuôi con khi trẻ không chịu bú mẹ (1) Các dấu hiệu nhận biết trẻ không chịu bú m ||| 35 Thời gian cho trẻ bú - Cho trẻ bú ngay trong vòng 1 gi ờ đầu sau sinh đ ể tận ||| MẪU QUAN SÁT MỘT BỮA BÚ (1) Tên bà mẹ ............................. Ngày quan sá
kb2,Ưu điểm của việc cho bé ăn bằng thìa và cốc so với bú bình bs ơi,"• Dễ dàng vệ sinh sạch sẽ sau mỗi lần ăn.
• Tránh cho trẻ thích bú bình mà bỏ bú mẹ.
• Tránh hiện tượng dị ứng do vú cao su không đảm bảo chất lượng.",1.0,1.0,0.0547,5,"Điều kiện 9 Không cho trẻ nhỏ ngậm đầu vú cao su hoặc vú ngậm giả • Đầu vú cao s ||| Bên cạnh đó, số bữa ăn dặm cũng cần được cân bằng với nguồn sữa mẹ để trẻ dần th ||| Cho trẻ ăn sữa mẹ đã vắt ra • Rã đông sữa: Đưa sữa lên ngăn mát tủ lạnh cho đỡ đ ||| Hướng dẫn bà mẹ cho trẻ ăn bằng cốc • Rửa tay sạch. • Chuẩn bị lượng sữa đủ một  ||| Nuôi trẻ sinh thấp cân không thể bú mẹ Lựa chọn 1 - Sữa mẹ vắt ra. • Tốt nhất ch"
kb2,Những thực phẩm nào mẹ bỉm mang thai nên dùng để cung cấp năng lượng,"Gạo, mì, ngô, khoai, sắn và các chế phẩm từ nó.",0.0,0.0,0.0487,0,Câu hỏi	Trả lời	Nguồn: Với mẹ bầu None: bạn cần chú ý chăm sóc sức khỏe và bổ su ||| Nhu cầu về chất dinh dưỡng trong mỗi bữa ăn Bà mẹ thời kỳ mang thai và NCBSM cần ||| | 37 6. Cung cấp thuốc thiết yếu. - Thuốc sốt rét (vùng sốt rét lưu hành) theo p ||| SỨC KHOẺ Sữa non (‘sữa đầu’) là món quà quý giá nhất cho em bé mới sinh. Sữa non ||| Chế độ dinh dưỡng cho người mẹ trầm cảm sau khi sinh con Bài viết được viết bởi 
kb2,Mẹ nhiễm HIV nên nuôi con như thế nào trong thời gian điều trị viêm vú 2 bên,Hướng dẫn bà mẹ vắt sữa và xử lý sữa đúng trước khi cho trẻ ăn bằng cốc và thìa .,1.0,1.0,0.0692,1,"Không cho con bú khi mẹ có tổn thương núm vú (nứt núm vú..) và con đang có tổn t ||| bà mẹ nhiễm HIV - Sau đẻ bà mẹ nhiễm HIV được tư vấn, chuyển tiếp tới cơ sở chăm ||| Điều kiện 7 Thực hiện mẹ và con ở cùng phòng để con gần mẹ suốt 24 giờ trong ngà ||| 67 cầu của trẻ cho đến khi trẻ có thể ăn các thức ăn cùng gia đình; cần tư vấn c ||| 66 - Cần tư vấn bà mẹ tiếp tục sử dụng thuốc kháng virus theo phác đồ hiện hành "
kb2,Tại sao phụ nữ mang thai bị phù (cân) pải giảm ăn mặn các Mom ơi,Để giảm tình trạng phù nề và tránh các tai biến khi đẻ.,0.0,0.0,0.0569,0,"Những đồ ăn thức uống nên hạn chế Khi mang thai • Không nên dùng các loại đồ uốn ||| Nhu cầu năng lượng của phụ nữ Việt Nam theo lứa tuổi, tình trạng sức khỏe và mức ||| Nếu sản phụ gặp khó khăn khi đi đại tiện, lưu ý không nên dùng sức để rặn mà nên ||| cần hỗ trợ. 5.3.2. Thai từ 64 đến hết 84 ngày. - Uống 200 mg mifepriston. - Sau  ||| Câu hỏi	Trả lời	Nguồn: Với mẹ bầu None: bạn cần chú ý chăm sóc sức khỏe và bổ su"
kb2,Băng huyết sau sinh đc kđịnh nghĩa như thế nào nhỉ,"Băng huyết sau sinh (BHSS) là tình trạng máu mất ≥ 500 ml khi sinh ngả âm đạo hoặc
mất máu ≥ 1.000 ml khi mổ lấy thai.",1.0,1.0,0.0481,1,"CHẨN ĐOÁN VÀ XỬ TRÍ BĂNG HUYẾT SAU SINH I. GIỚI THIỆU 1.1. Định nghĩa Băng huyết ||| Sữa mẹ có thể được bảo quản trong túi đá giữ nhiệt tối đa 24 giờ nếu bạn đi du l ||| Khóc mà không có lý do rõ ràng. Khó ngủ, khó ăn và khó đưa ra lựa chọn. Tự hỏi l ||| 1 Cải thiện chất lượng chăm sóc mẹ và bé sau sinh Kim Hyde Hộ sinh, Tư vấn NCBSM ||| Tắc tia sữa sau sinh: Nguyên nhân, biểu hiện, chẩn đoán và phòng ngừa 19/06/2023"
kb2,Băng huyết sau sinh sớm và muộn khác nhau ra sao bs ơi,"• Băng huyết sau sinh sớm (hay nguyên phát): xảy ra trong vòng 24 giờ đầu.
• Băng huyết sau sinh muộn (hay thứ phát): xảy ra từ 24 giờ đến 6 tuần sau sinh",1.0,0.8667,0.0467,3,"1 Cải thiện chất lượng chăm sóc mẹ và bé sau sinh Kim Hyde Hộ sinh, Tư vấn NCBSM ||| CHẨN ĐOÁN VÀ XỬ TRÍ BĂNG HUYẾT SAU SINH I. GIỚI THIỆU 1.1. Định nghĩa Băng huyết ||| Hướng Dẫn Chăm Sóc Vết May Tầng Sinh Môn Sau Sinh Thường 21/05/2025 Việc chăm só ||| 70 | 1.5. Chăm sóc sơ sinh ngay sau đẻ. 1.5.1. Lau khô trẻ và tiếp xúc da kề da  ||| Khóc mà không có lý do rõ ràng. Khó ngủ, khó ăn và khó đưa ra lựa chọn. Tự hỏi l"
kb2,Nguyên nhân phổ biến nhất gây băng huyết sau sinh là j các Mom,"• Đờ tử cung: nguyên nhân là do tử cung căng quá mức, chuyển dạ kéo dài, U xơ tử cung, lộn tử cung, nhiễm trùng hoặc do dùng thuốc tăng co kéo dài, tiền căn băng huyết sau sinh.                   • Tổn thương đường sinh dục: nguyên nhân là do cắt tầng sinh môn, tổn thương âm đạo, rách cổ tử cung, vỡ tử cung.                                                                                                                                           • Sót mô: nguyên nhân là do sót nhau, nhau cài răng lược, nhau không bong.                                    • Bất thường đông máu: nguyên nhân là do bệnh lý đông cầm máu bẩm sinh hoặc mắc phải, (TSG, hội chứng HELLP), nhau bong non, thai chết lưu, nhiễm trùng nặng, thuyên tắc ối, đang điều trị kháng đông, giảm tiểu cầu, thiếu máu/Suy tủy.",1.0,1.0,0.0493,5,"CHẨN ĐOÁN VÀ XỬ TRÍ BĂNG HUYẾT SAU SINH I. GIỚI THIỆU 1.1. Định nghĩa Băng huyết ||| hợp có rối loạn nội tiết tố: nhóm LH, nhóm FSH, nhóm androgen,… - Điều trị rối l ||| | 121 CHUYỂN DẠ ĐÌNH TRỆ Chuyển dạ đình trệ bao gồm chuyển dạ kéo dài và chuyển  ||| 216 | DỊ TẬT SƠ SINH CẦN CAN THIỆP SỚM Dị tật sơ sinh cần can thiệp sớm là những ||| máu (chú ý tiểu cầu), CRP, các yếu tố đông máu, siêu âm Doppler mạch, chụp mạch,"
kb2,"""Khối cầu an toàn"" của tử cung sau sinh là j mn ơi","Sau khi nhau bong sự cầm máu được thực hiện nhờ sự co rút của sợi cơ tử cung và cơ
chế đông máu bình thường. Tử cung sẽ co lại thành một khối cứng gọi là khối cầu an toàn.",0.0,0.0,0.0505,0,"232 | LIỆU PHÁP HẠ THÂN NHIỆT TRONG ĐIỀU TRỊ TRẺ SƠ SINH NGẠT Ngạt khi sinh là t ||| 110 | 3. Ngôi mông. - Là một loại ngôi dọc, đầu thai nằm ở phía đáy tử cung, môn ||| | 285 * DCTC giải phóng levonorgestrel - Trong vòng 7 ngày đầu kể từ ngày đầu ti ||| Câu hỏi	Trả lời	Nguồn: Chế độ sinh hoạt của bè mẹ sau sinh?	""Vận động sau sinh l ||| | 117 THAI CHẾT TRONG TỬ CUNG Thai chết trong tử cung là thai chết và lưu lại tr"
kb2,Những yếu tố nào khiến tử cung bị căng quá mức dẫn đến đờ tử cung vậy a,"Các yếu tố bao gồm:                                                                                                                                               •Sử dụng oxytocin kéo dài
•Đa sản (≥ 5 lần mang thai)
•Nhiễm trùng ối
•Giảm đau sản khoa
•Song thai hoặc đa thai
•Đa ối
•Con to
•Đa nhân xơ tử cung/có bóc
nhân xơ lúc mổ
•Kéo dây rốn quá mức
•Dây rốn ngắn
•Nhau bám đáy tử cung",0.2,0.2,0.0509,1,"Bệnh nhân cần chú trọng nghỉ ngơi, không hoạt động quá sức và luôn giữ tinh thần ||| 432 | XUẤT TINH SỚM 1. Định nghĩa Xuất tinh sớm là tình trạng mất khả năng kiểm  ||| Câu hỏi	Trả lời	Nguồn: Xuất huyết não ở trẻ sơ sinh có nguy hiểm gì không?	""Tỉ l ||| 57 CHƯƠNG 6: CHĂM SÓC BÀ MẸ TRONG MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT TRẦM CẢM SAU SINH C ||| 194 | LẠC NỘI MẠC TỬ CUNG 1. Đại cương Lạc nội mạc tử cung (LNMTC) là một bệnh l"
kb2,Dấu hiệu lâm sàng chính của băng huyết do đờ tử cung là j ạ,Triệu chứng chính là tử cung mềm nhão.,0.0,0.0,0.0506,0,"164 | 4.2. Xử trí. - Choángdo đau hoặc do mất máu (tham khảo bài “Choáng sản kho ||| Câu hỏi	Trả lời	Nguồn: Xuất huyết não ở trẻ sơ sinh có nguy hiểm gì không?	""Tỉ l ||| 62 | - Ký hiệu ghi độ lọt của ngôi thai được ghi bằng dấu O, nối các điểm với nh ||| | 233 Khi có bệnh nhân sơ sinh bệnh não thiếu oxy thiếu máu cục bộ: cho hạ thân  ||| cầm máu nếu cần.  Tháo van hay mỏ vịt.  Thông báo cho khách hàng biết đã tiến "
kb2,Thuốc đầu tay đc lựa chọn để co hồi tử cung dự phòng băng huyết là j,Oxytocin là thuốc đầu tay được lựa chọn; nếu không có sẵn thì dùng ergometrine hoặc misoprostol.,0.0,0.0,0.051,0,"164 | 4.2. Xử trí. - Choángdo đau hoặc do mất máu (tham khảo bài “Choáng sản kho ||| Câu hỏi	Trả lời	Nguồn: Mặc dù áp dụng các giải pháp điều trị trên nhưng tỉ lệ tr ||| 180 | 3.5. Điều trị - Tuyến xã: thấy có tổn thương nghi ngờ thì chuyển bệnh nhân ||| về hiệu quả, những thuận lợi, khó khăn, tác dụng phụ có thể gặp phải khi sử dụng ||| trị không kịp thời, có thể gây viêm tắc động mạch phổi, thận và có thể tử vong. "
kb2,Sau khi sinh xong thì giai đoạn hậu sản đc tính kéo dài bao lâu chat ơi,Giai đoạn sau sinh bắt đầu từ 1 giờ sau khi sinh và kéo dài suốt 6 tuần sau đó.,1.0,1.0,0.0472,5,"1 Cải thiện chất lượng chăm sóc mẹ và bé sau sinh Kim Hyde Hộ sinh, Tư vấn NCBSM ||| Cách vượt qua rạn nứt hôn nhân sau sinh con, vợ chồng trẻ cần biết Bài viết dưới ||| Chăm sóc sức khỏe của mẹ sau khi sinh cũng quan trọng như chăm em bé Bài viết đư ||| 214 | CHĂM SÓC TRẺ SƠ SINH NON THÁNG/NHẸ CÂN Sinh non là trẻ sinh ra trước 37 tu ||| 466 | SỔ THEO DÕI SỨC KHỎE BÀ MẸ VÀ TRẺ EM 1. Công dụng của Sổ theo dõi sức khỏ"
kb2,Tại sao các bs cứ khuyên em fải cho con da kề da ngay sau khi đẻ,"• Có bằng chứng rõ rằng bé bình thường đủ tháng được đặt tiếp xúc da kề da với mẹ ngay sau sinh giúp việc chuyển tiếp từ bào thai ra cuộc sống mới sẽ tốt hơn về hô hấp, nhiệt độ, ổn định đường huyết, và giảm khóc đáng kể cho thấy giảm căng thẳng.                                                               • Những bà mẹ cho trẻ tiếp xúc da kề da ngay sau sinh sẽ cải thiện hành vi của mẹ, mẹ tự tin hơn trong chăm sóc bé và cho bé bú mẹ lâu dài hơn.
• Tiếp xúc da kề da với mẹ bảo vệ bé khỏi những ảnh hưởng tiêu cực đã được ghi nhận khi tách bé, hỗ trợ phát triển trí não tối ưu và tạo thuận lợi cho sự gắn bó, thúc đẩy sự tự điều chỉnh của trẻ sơ sinh qua thời gian.
• Trẻ bình thường sinh ra có bản năng bú mẹ và có thể tìm vú, tự nắm bắt vú mà không cần sự hỗ trợ khi tiếp xúc da kề da.",1.0,1.0,0.0492,5,"3 Chăm sóc ngay sau sinh • Bú mẹ đầu tiên được khuyến khích càng sớm càng tốt ng ||| cho sổ vai sau. Ở thì này dễ rách tầng sinh môn, vì vậy phải giữ tầng sinh môn t ||| Câu hỏi	Trả lời	Nguồn: - Đối với các bà mẹ sau khi sinh thường và sinh mổ None:  ||| | 253 TRẺ SINH RA TỪ MẸ BỊ VIÊM GAN B, LAO, LẬU, GIANG MAI, HIV 1. Mẹ bị viêm ga ||| Giúp các bà mẹ cho con bú ngay sau sinh trong vòng 1 giờ đầu. • Đặt trẻ tiếp xúc"
kb2,"Em mới sinh bé con xong, trong mấy tiếng đầu bs sẽ theo dõi em thế nào","• Đánh giá và ghi nhận các dấu hiệu sinh tồn 15 phút 1 lần trong giờ đầu sau sinh,
sau đó 30 phút 1 lần trong giờ tiếp theo nếu các thông số đạt yêu cầu.",0.0,0.0,0.0488,0,"đẻ, sau đẻ mẹ và con Gồm các trang dùng để theo dõi, chăm sóc sức khỏe của bà mẹ ||| 52 | 3. Xử trí. - Nếu đã chuyển dạ: cho sản phụ nhập viện, theo dõi chuyển dạ ch ||| Cột mốc quan trọng của bé: Biết lật Khi em bé có khả năng kiểm soát đầu và cùng  ||| Chăm sóc bà mẹ và trẻ trong tuần đầu tiên sau sinh Cơ thể người phụ nữ sau khi s ||| 10 CHƯƠNG 2: CHĂM SÓC BÀ MẸ SAU SINH THEO DÕI SAU ĐẺ Theo dõi co h ồi tử cung; S"
kb2,Tại sao sau khi sinh em lại bị bắt đi tiểu sớm dù chưa thấy buồn mn ơi,"Bạn cần đi tiểu sớm để tránh tình trạng bàng quang đầy làm đẩy lệch đáy tử cung, ảnh hưởng đến sự co hồi tử cung.",1.0,0.75,0.0428,2,"Câu hỏi	Trả lời	Nguồn: Tại sao tôi nên tập phục hồi chức năng sàn chậu sau sinh? ||| 96 sinh ra m ột lo ại hooc môn căng th ẳng không t ốt cho s ức khỏe bé sơ sinh.  ||| Gợi ý cho các bà mẹ: -         Trẻ bú đủ sữa, thường đi tiểu ít nhất từ 6-8 lần/ ||| 17 Biểu hiện - Sau khi sinh kho ảng 3 - 4 giờ trở đi, bà m ẹ có c ảm giác mót đi ||| Câu hỏi	Trả lời	Nguồn: - Dấu hiệu mất nước vừa đến nặng: khô môi miệng None: khó"
kb2,Sau sinh em bị sốt bao nhiêu độ thì đc coi là nguy hiểm fải báo y tá,"Nếu nhiệt độ của bạn từ 38°C trở lên, cần phải báo ngay cho nhân viên y tế để theo dõi và đánh giá kịp thời.",1.0,1.0,0.0508,1,"NHỮNG VẤN ĐỀ PHỔ BIẾN SỐT Sốt là tình trạng nhiệt độ cơ thể cao hơn bình thường. ||| LỜI NÓI ĐẦU Thời kỳ sau sinh được tính từ sau khi sổ rau đến hết 6 tuần sau sinh ||| | 237 NHIỄM KHUẨN HUYẾT SƠ SINH 1. Tuyến xã. Chẩn đoán dựa vào bệnh sử và lâm sà ||| Câu hỏi	Trả lời	Nguồn: - Nôn ói kèm với sốt None: có thể trẻ bị nhiễm siêu vi,nh ||| 13 Chăm sóc cho trẻ sơ sinh ngay sau sinh • Hầu hết trẻ được sinh ra vẫn khỏe mạ"
kb2,Bé mới sinh ra sẽ đc bs kiểm tra những j trên cơ thể nhỉ,"Kiểm tra từ đầu đến chân
• Nhìn tổng thể bao gồm màu da, cử động, tư thế, giọng, tỉnh táo và
phản ứng dễ cáu kỉnh
• Đầu & cổ.
• Sọ, kích cỡ, đối xứng, đường khâu và phồng, tổn thương da đầu, chấn thương.
• Các đặc điểm trên mặt: chứng loạn dưỡng, mắt, mũi, lỗ mũi, miệng bao gồm
môi, vòm miệng, răng, nang, lưỡi
• Tai: hình dạng, vành tai, hố, ống tai ngoài
• Hàm/ cằm
• Cổ: bướu, u nang, da dư, tật vẹo cổ, đùn da6
Kiểm tra từ đầu đến chân
• Tay/Vai
• Cử động (bao gồm sự đối xứng), hình dạng, chiều dài, phạm vi cử động, khớp,
xương đòn, chỉ tay nằm ngang, số ngón tay/ móng tay/ tật dính ngón, hạch
nách và vùng da dư ở nách
• Ngực và bụng
•Nhịp thở, cử động ngực, sử dụng cơ thở cần thiết, thở bụng, hình dạng
và đối xứng
•Rốn, thoát vị
•Thở rên rỉ, ví dụ: thở nhanh nông có thể là dấu hiệu của suy hô hấp
Kiểm tra từ đầu đến chân
• Mông và bô phận sinh dục
• Giới tính
• Thoát vị
• Dương vật, da quy đầu/vị trí nước tiểu ra, bìu, tinh hoàn
• Âm hộ, âm môi, âm đạo, thịt dư
• Chi dưới
• Hình dạng chân, chiều dài, đối xứng, phạm vi cử động, khớp
• Bàn chân: tật khoèo chân, ngón chân/ móng chân/ webbing
• Lưng/mông/hậu môn
• Giải phẫu tủy sống và đối xứng, không có lỗ hậu môn, tiêu chảy xảy ra rất sớm và nặng,
• Chàm Mông Cổ màu xanh, hậu môn bị dãn rộng, trĩ, nứt hậu môn.
Hoàn tất ghi nhận trên hồ sơ về kiểm tra sức khỏe của bé. Thảo luận với nhân viên y tế về những yếu tố khác",0.0,0.0,0.0465,0,"Câu hỏi	Trả lời	Nguồn: - Ngoài kiểm tra sức khỏe cho người mẹ None: trẻ sơ sinh  ||| Trắc nghiệm: Sự phát triển tinh thần, vận động của bé thế nào là đúng chuẩn? Khi ||| Câu hỏi	Trả lời	Nguồn: Ngày nay với nền y học phát triển None: sức khỏe sinh sản ||| 7 Bàn giao việc chăm sóc đến khoa hậu sản • Nhân viên bàn giao việc chăm sóc khi ||| Mặc dù, trẻ có thể chưa biết lật cho đến khoảng 5 tháng, nhưng tốt nhất bạn nên "
kb2,Em thấy bé nhà t có những vết xanh ở mông thì có phải bệnh j k ạ,"Đó thường là chàm Mông Cổ màu xanh, một dấu hiệu bình thường cần được ghi nhận trong hồ sơ sức khỏe của bé.",0.0,0.0,0.0582,0,"78 nhu cầu, không cần giờ giấc thì chắc chắn trẻ sẽ sụt cân ít và phục hồi nhanh ||| Trẻ 21 tháng chậm phát triển chiều cao, chân tay ngắn có nguy cơ mắc bệnh lùn kh ||| kinh. + Vú tăng thể tích. 2.1.2. Cận lâm sàng: - X quang vú (mammography): trên  ||| 342 | SÙI MÀO GÀ SINH DỤC Sùi mào gà sinh dục là một bệnh lây truyền qua đường t ||| cưỡng ép phải quan hệ tình dục? Điều đó có xảy ra với chị không?” - Ví dụ câu hỏ"
kb2,"Khi về khoa hậu sản, có những dấu hiệu nào em fải gọi cấp cứu ngay mn ơi","•  Máu ra đột ngột và lượng nhiều hoặc ra máu tăng đáng kể, mệt mỏi, chóng mặt hay đánh trống ngực/ nhịp tim nhanh.
•  Sốt, run rẩy, đau bụng và/ hoặc tổn thương âm đạo gây mất máu
•  Nhức đầu kèm theo 1 hay nhiều các triệu chứng trong vòng 72 giờ đầu sau sinh: rối
loạn thị giác, buồn nôn, nôn
•  Đau bắp chân đơn, đỏ hoặc phù Thở nông hoặc đau ngực",1.0,0.7,0.0513,2,"| 129 PHÁT HIỆN CÁC DẤU HIỆU NGUY HIỂM, XỬ TRÍ VÀ CHUYỂN TUYẾN CÁC CẤP CỨU SẢN K ||| Câu hỏi	Trả lời	Nguồn: Khi nào thì cha mẹ nên tìm sự giúp đỡ từ những người có c ||| 386 | - Bày tỏ thái độ thông cảm, tôn trọng và động viên. - Hỏi tiền sử và thăm  ||| Câu hỏi	Trả lời	Nguồn: Vàng da phải được coi là bệnh lý khi có bất thường từ một ||| 234 | THỞ ÁP LỰC DƯƠNG LIÊN TỤC (CPAP) Thở áp lực dương liên tục (CPAP) là phươn"
