question_id,kb,source_row,budget,question,reference_answer,expected_source,answer,valid_answer,retrieved_doc_count,generation_doc_count,context_estimated_tokens,context_chars,rouge_l_f1,latency_seconds,generation_sources,error
Q034,KB2,74,2200,Những thực phẩm nào mẹ bỉm mang thai nên dùng để cung cấp năng lượng,"Gạo, mì, ngô, khoai, sắn và các chế phẩm từ nó.",Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,"Mẹ bỉm mang thai nên dùng thực phẩm như gạo, mì, ngô, khoai sắn và các chế phẩm của nó để cung cấp năng lượng.",1,5,3,1508,3465,0.5555555555555556,1.0604370000000929,data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf | data_store\pdf\quyet_dinh_hd_an_bo_sung.pdf | data_store\pdf\HƯỚNG DẪN QUỐC GIA DINH DƯỠNG CHO PHỤ NỮ CÓ THAI VÀ BF MẸ CHO CON BÚ.pdf,
Q034,KB2,74,3000,Những thực phẩm nào mẹ bỉm mang thai nên dùng để cung cấp năng lượng,"Gạo, mì, ngô, khoai, sắn và các chế phẩm từ nó.",Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,"Mẹ bỉm mang thai nên dùng thực phẩm như gạo, mì, ngô, khoai sắn và các chế phẩm của nó để cung cấp năng lượng.",1,5,4,2303,5293,0.5555555555555556,1.0364420999994763,data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf | data_store\pdf\quyet_dinh_hd_an_bo_sung.pdf | data_store\pdf\HƯỚNG DẪN QUỐC GIA DINH DƯỠNG CHO PHỤ NỮ CÓ THAI VÀ BF MẸ CHO CON BÚ.pdf | data_store\pdf\HƯỚNG DẪN QUỐC GIA DINH DƯỠNG CHO PHỤ NỮ CÓ THAI VÀ BF MẸ CHO CON BÚ.pdf,
Q035,KB2,134,1000,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,"Đây có thể là dấu hiệu của bế sản dịch hoặc viêm nội mạc tử cung, bạn cần được bác sĩ kiểm tra ngay.",Sổ tay 4Steps - Trang 24,"Dấu hiệu sản dịch màu đen sậm và mùi hôi kèm sốt nhẹ có thể là dấu hiệu của bệnh lý sau sinh, cụ thể là: - Bế sản dịch hoặc Viêm nội mạc tử cung - Sốt nhẹ - Cảm giác căng tức và đau vùng hạ vị - Âm đạo ra ít sản dịch và kèm mùi hôi - Khi sờ vào bụng thì thấy cứng và có cục - Khám cổ tử cung thì thấy bị đóng kín, khi dùng tay nong cổ tử cung kiểm tra thì thấy sản dịch ra có màu đen sậm kèm với mùi hôi - Cảm thấy đau nhiều khi ấn cổ tử cung Lưu ý: Nếu bạn có các biểu hiện bất thường này, cần phải chú ý và tham khảo ý kiến của bác sĩ để được chẩn đoán và điều trị kịp thời. *Lưu ý: Mẹ nên đưa bé đến cơ sở y tế để được thăm khám trực tiếp.*",1,5,3,972,2231,0.2122905027932961,61.60204410000006,data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | Bo_De_Me_Va_Be.xlsx,
Q035,KB2,134,1500,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,"Đây có thể là dấu hiệu của bế sản dịch hoặc viêm nội mạc tử cung, bạn cần được bác sĩ kiểm tra ngay.",Sổ tay 4Steps - Trang 24,Dấu hiệu sản dịch màu đen sậm và mùi hôi kèm sốt nhẹ có thể là dấu hiệu của nhiễm trùng trong tử cung hoặc bị nhiễm khuẩn do rách tầng sinh môn.,1,5,4,1345,3088,0.2807017543859649,1.0343137999989267,data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | Bo_De_Me_Va_Be.xlsx | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf,
Q035,KB2,134,2200,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,"Đây có thể là dấu hiệu của bế sản dịch hoặc viêm nội mạc tử cung, bạn cần được bác sĩ kiểm tra ngay.",Sổ tay 4Steps - Trang 24,Dấu hiệu sản dịch màu đen sậm và mùi hôi kèm sốt nhẹ có thể là dấu hiệu của nhiễm khuẩn sản dịch hoặc viêm nội mạc tử cung.,1,5,5,2057,4725,0.5283018867924529,61.29388840000138,data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | Bo_De_Me_Va_Be.xlsx | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\quyet_dinh_hd_an_bo_sung.pdf,
Q035,KB2,134,3000,Em thấy sản dịch có màu đen sậm và mùi hôi kèm sốt nhẹ là dấu hiệu j a,"Đây có thể là dấu hiệu của bế sản dịch hoặc viêm nội mạc tử cung, bạn cần được bác sĩ kiểm tra ngay.",Sổ tay 4Steps - Trang 24,Dấu hiệu sản dịch màu đen sậm và mùi hôi kèm sốt nhẹ có thể là dấu hiệu của nhiễm khuẩn sản dịch hoặc viêm nội mạc tử cung.,1,5,5,2057,4725,0.5283018867924529,61.392394200000126,data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | Bo_De_Me_Va_Be.xlsx | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | data_store\pdf\quyet_dinh_hd_an_bo_sung.pdf,
Q036,KB2,44,1000,Thời gian bảo quản sưa mẹ trong ngăn đá tủ lạnh (-18 đến -20°C),Tốt nhất trong 6 tháng và có thể lên tới 12 tháng.,Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,Thời gian bảo quản sữa mẹ trong ngăn đá tủ lạnh là tối đa 6 tháng.,1,5,2,870,1997,0.2142857142857142,0.8586641999991116,Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,
Q036,KB2,44,1500,Thời gian bảo quản sưa mẹ trong ngăn đá tủ lạnh (-18 đến -20°C),Tốt nhất trong 6 tháng và có thể lên tới 12 tháng.,Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,Thời gian bảo quản sữa mẹ trong ngăn đá tủ lạnh là tối đa 6 tháng.,1,5,2,870,1997,0.2142857142857142,0.8856257000006735,Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,
Q036,KB2,44,2200,Thời gian bảo quản sưa mẹ trong ngăn đá tủ lạnh (-18 đến -20°C),Tốt nhất trong 6 tháng và có thể lên tới 12 tháng.,Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,Thời gian bảo quản sữa mẹ trong ngăn đá tủ lạnh là tối đa 6 tháng.,1,5,4,2147,4933,0.2142857142857142,1.1000893999989785,Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf | Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf,
Q036,KB2,44,3000,Thời gian bảo quản sưa mẹ trong ngăn đá tủ lạnh (-18 đến -20°C),Tốt nhất trong 6 tháng và có thể lên tới 12 tháng.,Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf,Thời gian bảo quản sữa mẹ trong ngăn đá tủ lạnh là tối đa 6 tháng.,1,5,5,2826,6494,0.2142857142857142,1.202835800000685,Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\Tài liệu khóa học Nuôi con bằng sữa mẹ.pdf | Bảo quản sữa mẹ đã vắt như thế nào.docx | data_store\pdf\d3fa1053-wp8-postpartum-care-handbook-viet.pdf | Bo_De_Me_Va_Be.xlsx,
Q037,KB2,280,1000,"Em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn đc loại tã giấy vừa vặn và thoải mái nhất cho bé nhà t","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,"Tã giấy phù hợp và thoải mái nhất cho bé thường được chọn dựa trên độ tuổi và cân nặng của trẻ. Tuy nhiên, tài liệu không cung cấp thông tin cụ thể về loại tã giấy nào vừa vặn và thoải mái nhất cho bé.",1,5,1,774,1778,0.0742268041237113,1.1864024999995308,Tã dùng một lần.docx,
Q037,KB2,280,1500,"Em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn đc loại tã giấy vừa vặn và thoải mái nhất cho bé nhà t","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,"Tã giấy phù hợp và thoải mái nhất cho bé thường được chọn dựa trên độ tuổi và cân nặng của trẻ. Tuy nhiên, tài liệu không cung cấp thông tin cụ thể về loại tã giấy nào vừa vặn và thoải mái nhất cho bé.",1,5,1,774,1778,0.0742268041237113,61.31340639999871,Tã dùng một lần.docx,
Q037,KB2,280,2200,"Em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn đc loại tã giấy vừa vặn và thoải mái nhất cho bé nhà t","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,Tã giấy phù hợp cho bé là loại tã vừa vặn và thoải mái nhất khi được chọn dựa trên độ tuổi và cân nặng của bé.,1,5,2,1529,3514,0.0643776824034334,1.1016700000000128,Tã dùng một lần.docx | Cách thay tã vải cho trẻ sơ sinh.docx,
Q037,KB2,280,3000,"Em thấy trên thị trường có nhiều loại tã quá, làm sao để em chọn đc loại tã giấy vừa vặn và thoải mái nhất cho bé nhà t","Cách chọn bỉm cho trẻ theo độ tuổi: • Trẻ sơ sinh: Trong khoảng 3 ngày đầu, trẻ sẽ đi phân su màu đen với số lượng không nhiều. Những ngày tiếp theo trẻ đi tè và ị nhiều hơn. Mẹ có thể đóng tã giấy, hoặc dùng miếng lót phân su và mặc cùng với tã quần cho bé. • Trẻ 1 - 2 tháng: Bé sẽ đi vệ sinh rất nhiều, mỗi ngày từ 8 - 10 lần. Do trẻ bú nhiều hơn, phân cũng lỏng chứ không chặt như ban đầu. Ban ngày mẹ có thể dùng tã giấy, ban đêm thay tã quần để phân và nước tiểu không bị tràn, giúp con thoải mái hơn. • Từ 3 tháng tuổi trở lên: Bé đi nặng ít hơn, chỉ khoảng 2 - 3 lần mỗi ngày, nhưng số lượng mỗi lần sẽ nhiều. Mẹ có thể cho bé đóng bỉm hoàn toàn mà không dùng tã giấy, hoặc dùng tã vải để vừa tiết kiệm vừa tránh hăm tã. Cách chọn bỉm cho trẻ theo cân nặng: • Tã Newborn: Trẻ sơ sinh dưới 1 tháng tuổi và nhẹ hơn 5 kg • Size S: Tùy theo mỗi hãng tã, có thể chia trong khoảng 0 - 8 kg • Size M: Khoảng 5 - 12 kg, tùy theo từng hãng • Size L: Khoảng 8 - 14 kg, tùy theo từng hãng • Size XL: Khoảng 11 - 17 kg hoặc trên 13 kg, tùy từng hãng • Size XXL: Trên 14 kg hoặc từ 15 - 25 kg tùy theo từng hãng Ba mẹ cần chú ý chọn bỉm theo cân nặng của trẻ Lưu ý, nên thay đổi kích cỡ tã lớn hơn khi thấy các dấu hiệu sau: • Tã bó sát vòng eo và đùi của bé, để lại vết hằn trên da • Phải dùng tới mép của băng dán mới giữ tã nằm đúng vị trí • Kéo tã lên bị ngắn, lưng tã thấp dưới rốn • Tràn tã thường xuyên • Cân nặng của bé vượt quá mức được chỉ dẫn Cách chọn tã cho bé theo giới tính: • Bé gái: Thấm hút nhiều ở phần giữa và phía sau, hoặc tã quần có đường diềm để lót thêm tã vải bên trong • Bé trai: Bỉm có lớp lót phụ thêm ở phía trước, màng ngăn hai bên đảm bảo không tràn nước tiểu. Hình dạng của tã theo giai đoạn: • Trẻ sơ sinh: Thường dùng loại dán hai bên • Trẻ biết bò: Hai dây dán chặt hơn và chắc chắn hơn • Trẻ tập đi: Dùng bỉm quần để tránh tuột và xê dịch khi vận động. Ưu tiên chọn tã dán hai bên cho trẻ sơ sinh",Tã dùng một lần.docx,"Loại tã giấy phù hợp và thoải mái nhất cho bé không được đề cập cụ thể trong tài liệu. Tuy nhiên, tài liệu cho biết trẻ sơ sinh có thể dùng tã giấy trong khoảng 3 ngày đầu, sau đó chuyển sang dùng miếng lót phân su và tã quần.",1,5,3,2274,5226,0.0857142857142857,1.1026469999997062,Tã dùng một lần.docx | Cách thay tã vải cho trẻ sơ sinh.docx | Cách thay tã vải cho trẻ sơ sinh.docx,
Q038,KB2,378,1000,Nhau bong non là j,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là tình trạng nhau thai bong ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,3,723,1657,0.3148148148148148,0.9109599999992496,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx,
Q038,KB2,378,1500,Nhau bong non là j,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,61.18281170000046,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q038,KB2,378,2200,Nhau bong non là j,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,0.9613611000004312,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q038,KB2,378,3000,Nhau bong non là j,"Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra. Tình trạng này có thể gây nguy hiểm đến tính mạng của cả mẹ và thai nhi nếu không được phát hiện và xử trí kịp thời. Do đó, việc nhận biết các dấu hiệu bất thường của nhau bong non đóng vai trò rất quan trọng trong việc giảm thiểu nguy cơ tử vong và biến chứng.",qa_me_bim_sau_sinh_100.csv.xlsx,Nhau bong non là một biến chứng sản khoa nghiêm trọng xảy ra khi bánh nhau tách ra khỏi thành tử cung trước khi thai nhi được sinh ra.,1,5,5,1381,3169,0.5,1.0265283999997337,Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | Bo_De_Me_Va_Be.xlsx | qa_me_bim_sau_sinh_100.xlsx | qa_me_bim_sau_sinh_100.xlsx,
Q039,KB2,233,1000,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích j cho đời sống vợ chồng sau sinh k","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cải thiện chất lượng đời sống tình dục là một trong những lợi ích của việc tập phục hồi chức năng sàn chậu sau sinh, theo như thông tin trong tài liệu.",1,5,1,746,1715,0.175,1.1512946999991982,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
Q039,KB2,233,1500,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích j cho đời sống vợ chồng sau sinh k","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cải thiện chất lượng đời sống tình dục là một trong những lợi ích của việc tập phục hồi chức năng sàn chậu sau sinh, theo như thông tin trong tài liệu.",1,5,1,746,1715,0.175,0.9609018999999536,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
Q039,KB2,233,2200,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích j cho đời sống vợ chồng sau sinh k","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cụ thể, bài tập Kegel giúp kích hoạt cơ đáy chậu và giúp cơ quan sinh dục, cơ vòng hậu môn được săn chắc hơn. Điều này có thể giúp phụ nữ sau sinh cải thiện chất lượng đời sống tình dục.",1,5,3,1724,3962,0.2,1.1948353000007046,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | qa_me_bim_sau_sinh_100.xlsx,
Q039,KB2,233,3000,"Ngoài việc cải thiện chuyện tiểu tiện, tập phục hồi sàn chậu có giúp ích j cho đời sống vợ chồng sau sinh k","Có, tập luyện giúp thu nhỏ âm đạo, tăng sức mạn cơ vùng chậu, từ đó cải thiện chức năng tình dục và tăng cảm giác trong quan hệ vợ chồng.",Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,"Tập phục hồi sàn chậu sau sinh có giúp cải thiện chất lượng đời sống tình dục. Cụ thể, tập luyện phục hồi chức năng sàn chậu bằng bài tập Kegel hoặc tập luyện với máy sẽ giúp ngăn ngừa và điều trị hiệu quả bệnh lý són tiểu, xì hơi không kiểm soát, són phân, mắc tiểu không cầm được, tiểu đêm, giúp kiểm soát lại hoạt động tiểu tiện và đại tiện theo ý muốn. Ngoài ra, tập luyện phục hồi chức năng sàn chậu còn giúp ngăn ngừa sa các tạng trong vùng chậu gồm: sa tử cung, bàng quang, trực tràng. Vì vậy, các bà mẹ sau sinh nên tập luyện phục hồi chức năng sàn chậu để cải thiện chất lượng đời sống tình dục và ngăn ngừa các bệnh lý liên quan.",1,5,4,2516,5782,0.1420118343195266,61.7436701000006,Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx | qa_me_bim_sau_sinh_100.xlsx | Phục hồi chức năng sàn chậu và lợi ích đối với các bà mẹ sau sinh.docx,
